ALGORITHM, FEATURE_R, FEATURE_L, FEATURE_U, FEATURE_D, FEATURE_F, FEATURE_B, FEATURE_RP, FEATURE_LP, FEATURE_UP, FEATURE_DP, FEATURE_FP, FEATURE_BP, FEATURE_R2, FEATURE_L2, FEATURE_U2, FEATURE_D2, FEATURE_F2, FEATURE_B2, FEATURE_M, FEATURE_MP, FEATURE_M2, FEATURE_REGRIPS, FEATURE_RL_REGRIPS, FEATURE_OVERWORKING, LABEL
U2 F U' R' U' M U' F D' ,0,0,0,0,2,0,1,0,3,1,0,0,0,0,1,0,0,0,1,0,0,3,0,2,
U2 F U' F' U' M F2 ,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,
U2 F U' M F U2 R U' ,1,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,
U2 F D' R' U D B ,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,
U2 F D' U2 R' D R L2 ,1,0,0,1,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,3,1,0,
U2 F R2 U M D2 ,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,
U2 F R2 U2 R D M2 ,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,3,0,0,
U2 F U2 R' U' R' B ,0,0,0,0,1,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,
U2 F D2 R' D F' B' ,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,6,0,0,
U2 F M U M U' R U' ,1,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,
U2 F M U' D' R2 F' M' ,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,
U2 F M' U' ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
U2 R' U R F U' R' U F' ,1,0,2,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,
U2 R' U R B2 R' ,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
U2 R' U F R U' R' U F2 ,1,0,2,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
U2 R' U F M F U' R L ,1,1,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,
U2 R' U R' U' R B2 ,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,
U2 R' U D' F R U' R' U2 ,1,0,1,0,1,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
U2 R' U F' U M D U L' ,0,0,3,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,
U2 R' U R2 D U' R' U M' ,0,0,2,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,
U2 R' U M F U F' R L2 ,1,0,2,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,
U2 R' U M' F' U' B ,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,
U2 R' D F R' U R U' D2 ,1,0,1,1,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,
U2 R' D R' U2 D R U ,1,0,1,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
U2 R' D F' R U B2 ,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,
U2 R' D U2 F' U D' R' ,0,0,1,1,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,
U2 R' F R D U' R U R ,3,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,
U2 R' F U R' U' R D B2 ,1,0,1,1,1,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,
U2 R' F D M F D ,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
U2 R' F U' R U2 F D' ,1,0,0,0,2,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,
U2 R' F D' R' U' F' U B2 ,0,0,1,0,1,0,2,0,1,1,1,0,0,0,1,0,0,1,0,0,0,6,0,0,
U2 R' F M U R' U2 F2 ,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,3,0,0,
U2 R' U' R D R U L' ,2,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
U2 R' U' R D' R D R' F2 ,2,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,
U2 R' U' F R' D F M ,0,0,0,1,2,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
U2 R' U' R' U F' U' R U' F ,1,0,1,0,1,0,2,0,3,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,
U2 R' U' R' U' M2 F' ,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,
U2 R' U' D' R' F' R U' L2 ,1,0,0,0,0,0,2,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,
U2 R' U' F' U' R D' R L' ,2,0,0,0,0,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,
U2 R' U' R2 U' R2 U2 M ,0,0,0,0,0,0,1,0,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,
U2 R' U' M F D' R' U' ,0,0,0,0,1,0,2,0,2,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
U2 R' D' R U R' D F' ,1,0,1,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
U2 R' D' F D U' B ,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,
U2 R' D' R' D' F' R U' M' ,1,0,0,0,0,0,2,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,
U2 R' D' R2 B' M' ,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,
U2 R' D' M D' R' U B2 ,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1,0,0,3,0,1,
U2 R' F' U F' R D' F U ,1,0,2,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,3,0,1,
U2 R' F' R' D ,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
U2 R' F' U' M U F B ,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,
U2 R' F' U2 M U' R U' R' ,1,0,0,0,0,0,2,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,
U2 R' U2 R D R U' R' L ,2,1,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,
U2 R' U2 F R2 U M ,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,
U2 R' U2 F' U F U' R U ,1,0,2,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,
U2 R' U2 M U' R D B2 ,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,
U2 D' F D' R2 D' B ,0,0,0,0,1,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,
U2 F' R U D' R' D' U F2 ,1,0,2,0,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,
U2 F' R F D F ,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,2,
U2 F' R U' R' U2 R U2 ,2,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,
U2 F' R U2 R U' R2 B ,2,0,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,3,0,0,
U2 F' U R U' R D F D2 ,2,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,3,0,1,
U2 F' U F R U R U2 R' ,2,0,2,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,
U2 F' U F' U' M F' D' ,0,0,1,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,1,0,0,0,0,1,
U2 F' U M D' U2 F R ,1,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,
U2 F' D U' R U' R F R2 ,2,0,0,1,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,3,0,1,
U2 F' D M D' R U' F2 ,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,3,0,0,
U2 F' U' R U' R' U' R U B' ,2,0,1,0,0,0,1,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,
U2 F' U' D' F U F' U2 ,0,0,1,0,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,
U2 F' U' R2 D' M D' ,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,
U2 F' D' R U M D R2 ,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,
U2 F' D' U2 R U2 R2 ,1,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,
U2 F' R2 F R2 U' L ,0,1,0,0,1,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,1,
U2 F' U2 R D' R F L ,2,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,1,0,
U2 F' D2 F R F U' ,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,3,0,2,
U2 F' M F R U' R' U' M ,1,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,
U2 F' M F' D' R U' L' ,1,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,
U2 R2 U R D R' U' D2 ,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,
U2 R2 U F U2 R U L' ,1,0,2,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,
U2 R2 U F' R U2 R' B2 ,1,0,1,0,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,3,0,0,
U2 R2 U M U2 F2 ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,
U2 R2 D U' M F R' U2 ,0,0,0,1,1,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,3,0,0,
U2 R2 F U R D' R' U2 ,1,0,1,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,
U2 R2 F U' M F R' U ,0,0,1,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3,0,0,
U2 R2 U' R F M U2 L' ,1,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,0,3,1,0,
U2 R2 U' R' F D' R' U ,0,0,1,0,1,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,6,0,0,
U2 R2 U' R2 U F' B2 ,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,
U2 R2 D' R U' R' U' F' ,1,0,0,0,0,0,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,
U2 R2 D' U2 F U' R U ,1,0,1,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,
U2 R2 F' U' R2 U' D' L' ,0,0,0,0,0,0,0,1,2,1,1,0,2,0,1,0,0,0,0,0,0,0,1,1,
U2 R2 U2 F R' D' R F2 ,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,6,0,0,
U2 R2 D2 R' U R F2 ,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3,0,0,
U2 D2 F D' R' U ,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,
U2 D2 R2 U F' R L' ,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,
U2 F2 D R U R' B2 ,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,
U2 B2 U R2 U' F U' ,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,
U2 B2 R2 U2 F' U' ,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,
U2 M U R U' F U M D2 ,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,3,0,0,
U2 M U F R D F L' ,1,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,
U2 M U R' U F' R U' B' ,1,0,2,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,
U2 M U R' F' U R2 L2 ,0,0,2,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,
U2 M U F' D M F B ,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,3,0,0,
U2 M U B2 R' U2 L ,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,
U2 M D F U F L' ,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,
U2 M D U' R' D U' M2 ,0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,
U2 M D U2 F' R2 F2 ,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,1,
U2 M F U D M F2 ,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,
U2 M F R' D F' U2 B ,0,0,0,1,1,1,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,6,0,0,
U2 M F U' M U R' B ,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,6,0,0,
U2 M F M U2 F' L2 ,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,1,1,
U2 M U' R D' R D L ,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,
U2 M U' F R2 U' R' L' ,0,0,0,0,1,0,1,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,
U2 M U' R' U' F M F' ,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,
U2 M U' D' R' F' U' M2 ,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,
U2 M U' R2 D F R U2 ,1,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,
U2 M U' M D' R U' R' F ,1,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,
U2 M D' F U' F U' ,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,
U2 M D' F' U D' R2 D' ,0,0,1,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,0,0,1,
U2 M F' U R D F M' ,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,3,0,0,
U2 M F' U' R U' R' U2 R ,2,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,
U2 M F' U2 M F U2 ,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,
U2 M U2 D2 R' U B' ,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,3,0,0,
U2 M' U F' R U' M2 ,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,
U2 M2 F' U R2 F2 ,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,
D2 R U B2 U M ,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,
D2 R F U' R U' D' L ,2,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,
D2 R U' R' U' F' M D' ,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,
D2 R U2 R U D R2 ,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,
D2 F R U F R U M ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,
D2 F U R2 U' R' B2 ,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,
D2 F R' U2 M U F2 ,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,0,0,
D2 F D' M U F U ,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
D2 F M D2 R B' ,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,0,0,
D2 R' U F' R2 U' F ,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,3,0,0,
D2 R' F U R U' R L2 ,2,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,
D2 R' U' F U M U' F ,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
D2 R' U' M D' R2 B' ,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,
D2 R' F' U2 M D' M' ,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,
D2 F' R U R D U' M2 ,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,
D2 F' U M U F2 ,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,
D2 F' D' U R U B2 ,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,
D2 F' M F' U F' U' ,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,2,
D2 R2 F U' F U' F2 ,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,
D2 R2 F' M F' M D2 ,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,2,0,0,0,0,2,
D2 M U R' F R' U' M ,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,
D2 M F R' F R L2 ,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,1,
D2 M U' R2 U' R2 D2 ,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,
D2 M U2 R' F U' R ,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
F2 R D R' F U R ,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
F2 R D' R' U R2 F' ,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
F2 U D M F U' D ,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
F2 U M F' U R U' D' ,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,
F2 R' U2 R ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,
F2 U' F' R' F' ,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,3,0,2,
F2 D' F U' R U L ,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
F2 U2 R D R U L ,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,
F2 M D U' R U2 L' ,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,
B2 U D F U R' D ,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,
B2 U R' F U M U' R2 ,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,
B2 U R2 U M F' L ,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,
B2 D F M U' M2 ,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,
B2 D M F U D' L ,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,0,
B2 R' U R' U' R U R' L ,1,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
B2 R' F U D R L ,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,
B2 R' U' R' D U2 M' ,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,
B2 R' U2 R U' D' L ,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,
B2 U' R' U R' U R B' ,1,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,
B2 U' D' R' F R U L' ,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,
B2 U' M D' F U B' ,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,6,0,0,
B2 D' R2 U D' F' U2 ,0,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,
B2 R2 D U' F U R ,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
B2 R2 U2 F' R U' R' ,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,
B2 U2 M U' R' F L ,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,3,1,0,
B2 M F D R' D' R2 ,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,6,0,0,
B2 M U2 R' U' R' U' M2 ,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,
M U R U F M D R L' ,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,
M U R U M U R U' L2 ,2,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,
M U R D R' D' R2 F2 ,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3,0,0,
M U R F U R' U R F' ,2,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,
M U R F D' R2 L ,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,
M U R U' F U R U D' ,2,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,
M U R U' R' U' F' U' R ,2,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,
M U R U' M U R' U2 R2 ,1,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,
M U R D' R' F R U L2 ,2,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,
M U R U2 R U' M F L2 ,2,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,3,1,0,
M U R D2 R U' R' D ,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
M U D R D' R' F U' B ,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,
M U D R' U R U R' B' ,1,0,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,
M U D R' F' R D M' ,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,
M U D R2 U' R' D' ,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
M U D M U2 M U2 ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,
M U F R D' R' F R U ,2,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
M U F U R' U2 R' B' ,0,0,2,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,0,0,
M U F D R2 U F' R' ,0,0,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,
M U F R' U' D' R U M ,1,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,
M U F U' F R D R B2 ,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,
M U F U' R2 U R ,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,
M U F D' R2 U2 R' B' ,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,3,0,0,
M U F U2 R' D' R' F2 ,0,0,1,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,3,0,0,
M U F M U2 R U' R ,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,
M U R' U F U2 R U' M' ,1,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,
M U R' U F' U2 R U R2 ,1,0,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,
M U R' D F U' D' R D ,1,0,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
M U R' D U2 R' F' R D' ,1,0,1,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
M U R' F R' F U D' R' ,0,0,2,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,1,
M U R' F M U' R F M' ,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,
M U R' U' F D F' ,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,
M U R' U' R' U2 D2 M2 ,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,
M U R' U' R2 U2 R' U' F' ,0,0,1,0,0,0,2,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,
M U R' D' F R U' D' ,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
M U R' D' U2 R' D' F2 ,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,
M U R' U2 R U2 R' U' M2 ,1,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,
M U R' U2 M U' F D2 ,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,
